function,n_states,timesteps,max_duration,total_iterations,energy_j,energy_us,cpu_energy_j,cpu_energy_us,memory_energy_j,memory_energy_us
HSMMLearn_CPP,15,10000,100,6,3637,13301434,1096,13303787,1861,13299861
