function,n_states,timesteps,max_duration,total_iterations,energy_j,energy_us,cpu_energy_j,cpu_energy_us,memory_energy_j,memory_energy_us
decode_tensor_viterbi_omp,25,100000,1000,6,49834,119998538,23565,119999484,16746,119998786
