function,n_states,timesteps,max_duration,total_iterations,energy_j,energy_us,cpu_energy_j,cpu_energy_us,memory_energy_j,memory_energy_us
HSMMLearn_CPP,50,1000,500,6,13661,47300654,3881,47290609,6614,47299803
