function,n_states,timesteps,max_duration,total_iterations,energy_j,energy_us,cpu_energy_j,cpu_energy_us,memory_energy_j,memory_energy_us
HSMMLearn_CPP,50,100000,500,2,659253,2060598506,165981,2060599166,303984,2060598429
