function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,25,10000,500,0,3.604755
decode_tensor_viterbi_cpp,25,10000,500,1,3.610656
decode_tensor_viterbi_cpp,25,10000,500,2,3.605531
decode_tensor_viterbi_cpp,25,10000,500,3,3.603478
decode_tensor_viterbi_cpp,25,10000,500,4,3.606387
decode_tensor_viterbi_cpp,25,10000,500,5,3.605094
decode_tensor_viterbi_cpp,25,10000,500,6,3.601678
decode_tensor_viterbi_cpp,25,10000,500,7,3.603821
decode_tensor_viterbi_cpp,25,10000,500,8,3.600274
decode_tensor_viterbi_cpp,25,10000,500,9,3.605075
