function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,25,1000,1000,0,0.375639
decode_tensor_viterbi_cpp,25,1000,1000,1,0.370131
decode_tensor_viterbi_cpp,25,1000,1000,2,0.369136
decode_tensor_viterbi_cpp,25,1000,1000,3,0.369001
decode_tensor_viterbi_cpp,25,1000,1000,4,0.369021
decode_tensor_viterbi_cpp,25,1000,1000,5,0.369000
decode_tensor_viterbi_cpp,25,1000,1000,6,0.369001
decode_tensor_viterbi_cpp,25,1000,1000,7,0.369031
decode_tensor_viterbi_cpp,25,1000,1000,8,0.369079
decode_tensor_viterbi_cpp,25,1000,1000,9,0.369050
