function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,50,10000,100,0,0.324740
decode_tensor_viterbi_cuda,50,10000,100,1,0.113401
decode_tensor_viterbi_cuda,50,10000,100,2,0.111368
decode_tensor_viterbi_cuda,50,10000,100,3,0.108051
decode_tensor_viterbi_cuda,50,10000,100,4,0.107748
decode_tensor_viterbi_cuda,50,10000,100,5,0.108079
decode_tensor_viterbi_cuda,50,10000,100,6,0.107750
decode_tensor_viterbi_cuda,50,10000,100,7,0.108033
decode_tensor_viterbi_cuda,50,10000,100,8,0.107754
decode_tensor_viterbi_cuda,50,10000,100,9,0.108057
