function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,10,10000,500,0,1.132401
decode_tensor_viterbi_omp,10,10000,500,1,1.125840
decode_tensor_viterbi_omp,10,10000,500,2,1.148083
decode_tensor_viterbi_omp,10,10000,500,3,1.135040
decode_tensor_viterbi_omp,10,10000,500,4,1.152461
decode_tensor_viterbi_omp,10,10000,500,5,1.121353
decode_tensor_viterbi_omp,10,10000,500,6,1.139821
decode_tensor_viterbi_omp,10,10000,500,7,1.112165
decode_tensor_viterbi_omp,10,10000,500,8,1.164776
decode_tensor_viterbi_omp,10,10000,500,9,1.113930
