function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,25,10000,250,0,1.219406
decode_tensor_viterbi_cpp,25,10000,250,1,1.215659
decode_tensor_viterbi_cpp,25,10000,250,2,1.215639
decode_tensor_viterbi_cpp,25,10000,250,3,1.222432
decode_tensor_viterbi_cpp,25,10000,250,4,1.225458
decode_tensor_viterbi_cpp,25,10000,250,5,1.216935
decode_tensor_viterbi_cpp,25,10000,250,6,1.215724
decode_tensor_viterbi_cpp,25,10000,250,7,1.214020
decode_tensor_viterbi_cpp,25,10000,250,8,1.224554
decode_tensor_viterbi_cpp,25,10000,250,9,1.215203
