function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,25,10000,500,0,1.656515
decode_tensor_viterbi_omp,25,10000,500,1,1.661559
decode_tensor_viterbi_omp,25,10000,500,2,1.625019
decode_tensor_viterbi_omp,25,10000,500,3,1.665715
decode_tensor_viterbi_omp,25,10000,500,4,1.659075
decode_tensor_viterbi_omp,25,10000,500,5,1.714813
decode_tensor_viterbi_omp,25,10000,500,6,1.638222
decode_tensor_viterbi_omp,25,10000,500,7,1.704882
decode_tensor_viterbi_omp,25,10000,500,8,1.637671
decode_tensor_viterbi_omp,25,10000,500,9,1.673648
