function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,75,10000,1000,0,2.085972
decode_tensor_viterbi_cuda,75,10000,1000,1,1.320678
decode_tensor_viterbi_cuda,75,10000,1000,2,1.317812
decode_tensor_viterbi_cuda,75,10000,1000,3,1.318912
decode_tensor_viterbi_cuda,75,10000,1000,4,1.318052
decode_tensor_viterbi_cuda,75,10000,1000,5,1.318176
decode_tensor_viterbi_cuda,75,10000,1000,6,1.318401
decode_tensor_viterbi_cuda,75,10000,1000,7,1.317640
decode_tensor_viterbi_cuda,75,10000,1000,8,1.317715
decode_tensor_viterbi_cuda,75,10000,1000,9,1.317773
