function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,50,10000,500,0,1.074657
decode_tensor_viterbi_cuda,50,10000,500,1,0.325816
decode_tensor_viterbi_cuda,50,10000,500,2,0.325856
decode_tensor_viterbi_cuda,50,10000,500,3,0.326226
decode_tensor_viterbi_cuda,50,10000,500,4,0.325728
decode_tensor_viterbi_cuda,50,10000,500,5,0.325600
decode_tensor_viterbi_cuda,50,10000,500,6,0.326062
decode_tensor_viterbi_cuda,50,10000,500,7,0.325663
decode_tensor_viterbi_cuda,50,10000,500,8,0.325777
decode_tensor_viterbi_cuda,50,10000,500,9,0.326414
