function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,75,10000,100,0,1.004370
decode_tensor_viterbi_cuda,75,10000,100,1,0.224779
decode_tensor_viterbi_cuda,75,10000,100,2,0.223465
decode_tensor_viterbi_cuda,75,10000,100,3,0.222945
decode_tensor_viterbi_cuda,75,10000,100,4,0.222830
decode_tensor_viterbi_cuda,75,10000,100,5,0.222712
decode_tensor_viterbi_cuda,75,10000,100,6,0.223419
decode_tensor_viterbi_cuda,75,10000,100,7,0.223051
decode_tensor_viterbi_cuda,75,10000,100,8,0.222820
decode_tensor_viterbi_cuda,75,10000,100,9,0.223030
