function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,25,10000,1000,0,0.966155
decode_tensor_viterbi_cuda,25,10000,1000,1,0.198589
decode_tensor_viterbi_cuda,25,10000,1000,2,0.198517
decode_tensor_viterbi_cuda,25,10000,1000,3,0.199032
decode_tensor_viterbi_cuda,25,10000,1000,4,0.198334
decode_tensor_viterbi_cuda,25,10000,1000,5,0.198216
decode_tensor_viterbi_cuda,25,10000,1000,6,0.198952
decode_tensor_viterbi_cuda,25,10000,1000,7,0.198461
decode_tensor_viterbi_cuda,25,10000,1000,8,0.198465
decode_tensor_viterbi_cuda,25,10000,1000,9,0.198869
