function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,10,1000,250,0,0.229864
decode_tensor_viterbi_cuda,10,1000,250,1,0.008691
decode_tensor_viterbi_cuda,10,1000,250,2,0.008620
decode_tensor_viterbi_cuda,10,1000,250,3,0.008639
decode_tensor_viterbi_cuda,10,1000,250,4,0.008336
decode_tensor_viterbi_cuda,10,1000,250,5,0.008616
decode_tensor_viterbi_cuda,10,1000,250,6,0.008327
decode_tensor_viterbi_cuda,10,1000,250,7,0.008607
decode_tensor_viterbi_cuda,10,1000,250,8,0.008319
decode_tensor_viterbi_cuda,10,1000,250,9,0.008609
