function,n_states,timesteps,max_duration,iteration,elapsed_s
HSMMLearn_CPP,10,10000,100,0,0.600866
HSMMLearn_CPP,10,10000,100,1,0.597826
HSMMLearn_CPP,10,10000,100,2,0.597961
HSMMLearn_CPP,10,10000,100,3,0.596940
HSMMLearn_CPP,10,10000,100,4,0.593672
HSMMLearn_CPP,10,10000,100,5,0.594602
