function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,25,100000,500,0,2.025002
decode_tensor_viterbi_cuda,25,100000,500,1,1.266664
decode_tensor_viterbi_cuda,25,100000,500,2,1.269133
decode_tensor_viterbi_cuda,25,100000,500,3,1.268191
decode_tensor_viterbi_cuda,25,100000,500,4,1.267826
decode_tensor_viterbi_cuda,25,100000,500,5,1.267765
