function,n_states,timesteps,max_duration,iteration,elapsed_s
HSMMLearn_OMP,10,10000,250,0,0.306228
HSMMLearn_OMP,10,10000,250,1,0.337830
HSMMLearn_OMP,10,10000,250,2,0.336669
HSMMLearn_OMP,10,10000,250,3,0.336747
HSMMLearn_OMP,10,10000,250,4,0.336766
HSMMLearn_OMP,10,10000,250,5,0.307186
