function,n_states,timesteps,max_duration,total_iterations,energy_j,energy_us,cpu_energy_j,cpu_energy_us,memory_energy_j,memory_energy_us,accel0_energy_j,accel0_energy_us,accel1_energy_j,accel1_energy_us,accel2_energy_j,accel2_energy_us,accel3_energy_j,accel3_energy_us
HSMMLearn_OMP,25,100000,1000,6,105462,161703433,23042,161675441,11956,161677409,14843,161678624,15069,161678349,14799,161679649,14558,161680357
