function,n_states,timesteps,max_duration,total_iterations,energy_j,energy_us,cpu_energy_j,cpu_energy_us,memory_energy_j,memory_energy_us,accel0_energy_j,accel0_energy_us,accel1_energy_j,accel1_energy_us,accel2_energy_j,accel2_energy_us,accel3_energy_j,accel3_energy_us
HSMMLearn_CPP,50,100000,500,2,1100090,2085497934,92834,2085518145,149197,2085519303,189930,2085517877,187431,2085521346,186543,2085520465,185882,2085517984
