function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cuda,50,10000,1000,0,0.606370
decode_tensor_viterbi_cuda,50,10000,1000,1,0.356971
decode_tensor_viterbi_cuda,50,10000,1000,2,0.356095
decode_tensor_viterbi_cuda,50,10000,1000,3,0.356004
decode_tensor_viterbi_cuda,50,10000,1000,4,0.356005
decode_tensor_viterbi_cuda,50,10000,1000,5,0.355975
decode_tensor_viterbi_cuda,50,10000,1000,6,0.356018
decode_tensor_viterbi_cuda,50,10000,1000,7,0.355974
decode_tensor_viterbi_cuda,50,10000,1000,8,0.356039
decode_tensor_viterbi_cuda,50,10000,1000,9,0.356480
