function,n_states,timesteps,max_duration,iteration,elapsed_s
HSMMLearn_OMP,10,10000,250,0,0.658691
HSMMLearn_OMP,10,10000,250,1,0.657905
HSMMLearn_OMP,10,10000,250,2,0.655007
HSMMLearn_OMP,10,10000,250,3,0.660787
HSMMLearn_OMP,10,10000,250,4,0.657297
HSMMLearn_OMP,10,10000,250,5,0.655301
