function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,10,1000,500,0,9.362216
decode_tensor_viterbi_omp,10,1000,500,1,2.298327
decode_tensor_viterbi_omp,10,1000,500,2,2.177934
decode_tensor_viterbi_omp,10,1000,500,3,2.181272
decode_tensor_viterbi_omp,10,1000,500,4,1.550441
decode_tensor_viterbi_omp,10,1000,500,5,0.719138
decode_tensor_viterbi_omp,10,1000,500,6,0.726132
decode_tensor_viterbi_omp,10,1000,500,7,0.727420
decode_tensor_viterbi_omp,10,1000,500,8,0.723012
decode_tensor_viterbi_omp,10,1000,500,9,0.726049
