call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,HWThread 16,HWThread 17,HWThread 18,HWThread 19,HWThread 20,HWThread 21,HWThread 22,HWThread 23,HWThread 24,HWThread 25,HWThread 26,HWThread 27,HWThread 28,HWThread 29,HWThread 30,HWThread 31,HWThread 32,HWThread 33,HWThread 34,HWThread 35,HWThread 36,HWThread 37,HWThread 38,HWThread 39,HWThread 40,HWThread 41,HWThread 42,HWThread 43,HWThread 44,HWThread 45,HWThread 46,HWThread 47,HWThread 48,HWThread 49,HWThread 50,HWThread 51,HWThread 52,HWThread 53,HWThread 54,HWThread 55,HWThread 56,HWThread 57,HWThread 58,HWThread 59,HWThread 60,HWThread 61,HWThread 62,HWThread 63,HWThread 64,HWThread 65,HWThread 66,HWThread 67,HWThread 68,HWThread 69,HWThread 70,HWThread 71,HWThread 72,HWThread 73,HWThread 74,HWThread 75,HWThread 76,HWThread 77,HWThread 78,HWThread 79,HWThread 80,HWThread 81,HWThread 82,HWThread 83,HWThread 84,HWThread 85,HWThread 86,HWThread 87,HWThread 88,HWThread 89,HWThread 90,HWThread 91,HWThread 92,HWThread 93,HWThread 94,HWThread 95,HWThread 96,HWThread 97,HWThread 98,HWThread 99,HWThread 100,HWThread 101,HWThread 102,HWThread 103,HWThread 104,HWThread 105,HWThread 106,HWThread 107,HWThread 108,HWThread 109,HWThread 110,HWThread 111
Clock [MHz],3000.3892,3000.4709,3000.4473,3000.4922,3000.3151,3000.5722,3000.6593,3000.5841,3000.4490,3000.5484,3000.6913,3000.5010,3000.5647,3000.5190,3000.5610,3000.8211,3000.2999,3000.2686,3000.7283,3000.6454,3000.5765,3000.4822,3000.5715,3000.3560,3000.7541,3000.5670,3000.4942,3000.5390,3000.4594,3000.6104,3000.5864,3000.5768,3000.5854,3000.8004,3000.3738,3000.4421,3000.6446,3000.5958,3000.6078,3000.5391,3000.4426,3000.2625,3000.3761,3000.3211,3000.4004,3000.4857,3000.4884,2999.9250,3000.2123,3000.2890,3000.3747,3000.6340,3000.6209,3000.3368,3000.4109,3000.4148,3000.2742,3000.7688,3000.5329,3000.7648,3000.6129,3000.5243,3000.6892,3000.5009,3000.7270,3000.6570,3000.4455,3000.6317,3000.8708,3000.9127,3000.5889,3000.5447,3000.5732,3000.7687,3000.6611,3000.6887,3000.5460,3000.5657,3000.7751,3000.3846,3000.6108,3000.7137,3000.5500,3000.6509,3000.7400,3000.4638,3000.5842,3000.3972,3000.6733,3000.5747,3000.4783,3000.6772,3000.3792,3000.6008,3000.7189,3000.2779,3000.4647,3000.4318,3000.4178,3000.4053,3000.4067,3000.3397,3000.5815,3000.8285,3000.4260,3000.6125,3000.4532,3000.6103,3000.6835,3000.5508,3000.6056,3000.7138,
CPI,0.5410,0.5412,0.5240,0.5346,0.5256,0.5222,0.5163,0.5142,0.5166,0.5145,0.5258,0.5186,0.5265,0.5116,0.5178,0.5146,0.5170,0.5211,0.5305,0.5211,0.5335,0.5204,0.5325,0.5216,0.5146,0.5230,0.5297,0.5228,0.5346,0.5506,0.5285,0.5204,0.5174,0.5181,0.5197,0.5531,0.5205,0.5560,0.5597,0.5560,0.5578,0.5635,0.5271,0.5634,0.5615,0.5390,0.5306,0.5618,0.5550,0.5199,0.5415,0.4863,0.4910,0.4884,0.5510,0.5523,0.4798,0.5661,0.5621,0.5623,0.4824,0.5661,0.4796,0.4789,0.4802,0.4812,0.4829,0.4792,0.4816,0.4785,0.4808,0.4825,0.4805,0.5575,0.5613,0.5568,0.5529,0.5503,0.4854,0.4855,0.4883,0.5629,0.5692,0.4877,0.4822,0.4789,0.5583,0.5528,0.5611,0.4810,0.5516,0.4792,0.5723,0.5488,0.4808,0.4803,0.4782,0.4827,0.4812,0.4804,0.5586,0.5619,0.4787,0.4788,0.4799,0.4819,0.4798,0.5530,0.4778,0.4782,0.5556,0.5517,
IPC,1.8485,1.8479,1.9082,1.8707,1.9025,1.9150,1.9367,1.9447,1.9358,1.9437,1.9018,1.9281,1.8992,1.9548,1.9312,1.9432,1.9343,1.9190,1.8849,1.9188,1.8743,1.9214,1.8780,1.9171,1.9431,1.9120,1.8879,1.9126,1.8706,1.8162,1.8921,1.9216,1.9326,1.9300,1.9242,1.8081,1.9212,1.7985,1.7867,1.7985,1.7929,1.7747,1.8972,1.7748,1.7811,1.8554,1.8847,1.7798,1.8017,1.9233,1.8467,2.0564,2.0365,2.0476,1.8150,1.8107,2.0841,1.7663,1.7792,1.7783,2.0730,1.7665,2.0850,2.0883,2.0823,2.0781,2.0709,2.0868,2.0762,2.0899,2.0798,2.0726,2.0814,1.7936,1.7817,1.7959,1.8085,1.8173,2.0602,2.0597,2.0481,1.7767,1.7568,2.0506,2.0739,2.0880,1.7911,1.8090,1.7821,2.0790,1.8129,2.0870,1.7474,1.8222,2.0799,2.0820,2.0912,2.0716,2.0779,2.0817,1.7903,1.7797,2.0889,2.0883,2.0838,2.0752,2.0844,1.8083,2.0929,2.0911,1.8000,1.8124,
Front End [%],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bad Speculation [%],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Retiring [%],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Back End [%],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Back End (PMC) [%],46.2602,46.6626,45.2591,46.3044,45.6127,45.4036,44.9961,44.9509,44.9932,44.7122,45.4569,44.7223,45.4362,44.5274,44.8753,44.3707,44.9613,44.7426,45.7767,44.9638,45.8473,45.0934,45.9303,45.3326,44.9867,45.5746,45.6418,45.6445,46.4307,47.0403,45.7926,45.3488,45.2381,45.1341,45.2136,46.6399,45.3810,46.7701,46.8199,46.9480,46.8440,47.2835,45.2375,47.1917,46.8285,45.5876,45.7618,47.2735,46.4743,44.6781,46.0810,43.7002,43.9644,43.9342,46.9683,46.9405,43.5839,47.8090,47.3171,47.5633,43.3595,47.8125,43.2863,42.9123,43.0446,43.3264,43.1831,43.0511,43.1270,42.9961,42.4899,42.5174,42.1704,46.7075,46.9927,46.5706,46.6218,46.1358,43.8832,43.8092,44.0574,47.5865,47.8007,43.9808,43.4537,43.3049,47.3824,46.9645,47.4726,43.3803,46.3523,42.9536,48.2326,46.2665,43.0905,42.1482,42.1809,42.5660,42.2751,42.2384,46.8771,47.7906,43.2589,43.3273,43.4701,43.5724,43.5094,46.9822,43.0770,43.3720,47.5351,47.4881,
Bad Speculation (PMC) [%],0.0899,0.0992,0.1212,0.1223,0.1074,0.1286,0.1328,0.1497,0.1425,0.1134,0.1198,0.1577,0.1229,0.1404,0.1178,0.1452,0.1606,0.1141,0.1194,0.1298,0.1052,0.1604,0.1279,0.1251,0.1594,0.1280,0.1161,0.1081,0.1126,0.1143,0.1296,0.1392,0.1207,0.1146,0.1524,0.1035,0.1137,0.1331,0.1179,0.1055,0.1087,0.1097,0.1226,0.0990,0.1159,0.1109,0.1075,0.1038,0.1037,0.1163,0.1088,0.0588,0.0659,0.0608,0.1056,0.1122,0.0613,0.1039,0.1071,0.1432,0.0671,0.0971,0.0669,0.0605,0.0684,0.0650,0.0537,0.0568,0.0693,0.0760,0.0543,0.0596,0.0649,0.1218,0.1074,0.1110,0.1003,0.0995,0.0670,0.0671,0.0658,0.1079,0.1130,0.0631,0.0650,0.0665,0.1258,0.1097,0.1624,0.0669,0.1111,0.0685,0.1053,0.1021,0.0678,0.0665,0.0555,0.0642,0.0641,0.0676,0.1144,0.1140,0.0708,0.0678,0.0594,0.0607,0.0693,0.0991,0.0565,0.0555,0.1073,0.1108,
Mispredicion Bound [%],0.0250,0.0317,0.0379,0.0373,0.0336,0.0398,0.0437,0.0468,0.0441,0.0354,0.0373,0.0495,0.0382,0.0438,0.0353,0.0467,0.0526,0.0358,0.0370,0.0401,0.0326,0.0543,0.0376,0.0375,0.0477,0.0392,0.0343,0.0324,0.0328,0.0361,0.0413,0.0455,0.0373,0.0356,0.0478,0.0322,0.0352,0.0402,0.0362,0.0322,0.0325,0.0328,0.0369,0.0298,0.0361,0.0341,0.0340,0.0323,0.0320,0.0359,0.0345,0.0171,0.0191,0.0176,0.0295,0.0333,0.0179,0.0327,0.0335,0.0468,0.0200,0.0303,0.0193,0.0171,0.0206,0.0190,0.0148,0.0163,0.0199,0.0152,0.0167,0.0187,0.0199,0.0380,0.0321,0.0332,0.0306,0.0301,0.0191,0.0196,0.0189,0.0315,0.0353,0.0180,0.0202,0.0203,0.0414,0.0353,0.0508,0.0203,0.0338,0.0194,0.0314,0.0313,0.0212,0.0204,0.0163,0.0200,0.0201,0.0208,0.0361,0.0323,0.0199,0.0197,0.0173,0.0178,0.0197,0.0314,0.0167,0.0162,0.0344,0.0358,
Memory Bound [%],10.3648,10.4014,8.8544,9.8562,9.0949,8.4315,8.2562,8.3165,8.2603,8.0389,9.2761,8.0872,8.8558,7.9135,7.9874,7.7673,7.9610,8.1014,9.1097,8.3572,9.1676,8.1945,9.1940,8.4527,8.0524,8.6849,9.3533,8.4865,9.4079,10.9274,9.1975,8.8280,8.3877,8.4983,8.2549,11.2034,8.6151,11.0883,11.0564,10.7690,10.6492,11.1596,8.8555,11.1749,11.0542,9.5595,9.0710,11.1788,10.9953,8.2183,9.8803,5.6549,5.7416,5.8325,10.9503,10.7704,4.7495,12.2771,12.2077,11.7611,5.6533,12.3544,5.4053,4.9995,5.1031,5.3290,5.4357,5.0657,5.3205,5.0942,4.3126,4.3472,4.2503,10.8281,10.9331,10.6151,10.2880,10.3582,5.0589,4.9862,5.3366,11.2593,11.6857,5.0917,5.6424,5.2332,11.6923,11.0315,11.7067,5.5534,10.3343,5.0025,12.5743,10.4732,5.1145,4.1566,4.0867,4.4582,4.2362,4.2622,10.8240,11.6780,4.1034,4.1650,4.5223,4.6911,4.3774,11.2635,5.2385,5.2421,11.5054,11.3802,
TABLE,Region viterbi_omp_opt,Group 1 Metric STAT,TMA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,45.0034,0.4017,0.4036,0.4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime unhalted [s] STAT,6.0065,0.0484,0.0593,0.0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clock [MHz] STAT,336060.3177,2999.9250,3000.9127,3000.5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPI STAT,58.3258,0.4778,0.5723,0.5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPC STAT,215.8542,1.7474,2.0929,1.9273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Front End [%] STAT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Speculation [%] STAT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retiring [%] STAT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back End [%] STAT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back End (PMC) [%] STAT,5060.7644,42.1482,48.2326,45.1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Speculation (PMC) [%] STAT,11.2858,0.0537,0.1624,0.1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mispredicion Bound [%] STAT,3.4525,0.0148,0.0543,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory Bound [%] STAT,924.5140,4.0867,12.5743,8.2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
