function,n_states,timesteps,max_duration,iteration,elapsed_s
HSMMLearn_OMP,25,1000,1000,0,0.703287
HSMMLearn_OMP,25,1000,1000,1,0.384134
HSMMLearn_OMP,25,1000,1000,2,0.373043
HSMMLearn_OMP,25,1000,1000,3,0.330464
HSMMLearn_OMP,25,1000,1000,4,0.191039
HSMMLearn_OMP,25,1000,1000,5,0.190910
