STRUCT,Info,3,,,
CPU name:,Intel(R) Xeon(R) Platinum 8480+,,,,
CPU type:,Intel SapphireRapids processor,,,,
CPU clock:,2.000040355 GHz,,,,
TABLE,Region viterbi_cpp,Group 1 Raw,L3,7,
Region Info,HWThread 0,,,,
RDTSC Runtime [s],2.823116,,,,
call count,1,,,,
Event,Counter,HWThread 0,,,
INSTR_RETIRED_ANY,FIXC0,23506900000,,,
CPU_CLK_UNHALTED_CORE,FIXC1,10682310000,,,
CPU_CLK_UNHALTED_REF,FIXC2,5621364000,,,
TOPDOWN_SLOTS,FIXC3,64093850000,,,
L2_LINES_IN_ALL,PMC0,282632100,,,
L2_LINES_OUT_SILENT,PMC2,478495,,,
L2_LINES_OUT_NON_SILENT,PMC3,282133700,,,
TABLE,Region viterbi_cpp,Group 1 Metric,L3,12,
Metric,HWThread 0,,,,
Runtime (RDTSC) [s],2.8231,,,,
Runtime unhalted [s],5.3410,,,,
Clock [MHz],3800.6881,,,,
CPI,0.4544,,,,
L3 load bandwidth [MBytes/s],6407.2657,,,,
L3 load data volume [GBytes],18.0885,,,,
L3 evict bandwidth [MBytes/s],6395.9670,,,,
L3 evict data volume [GBytes],18.0566,,,,
Dropped CLs bandwidth [MBytes/s],10.8475,,,,
Dropped CLs data volume [GBytes],0.0306,,,,
L3 bandwidth [MBytes/s],12803.2327,,,,
L3 data volume [GBytes],36.1450,,,,
