STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) Platinum 8480+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel SapphireRapids processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.000045275 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region viterbi_omp_opt,Group 1 Raw,L3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,HWThread 16,HWThread 17,HWThread 18,HWThread 19,HWThread 20,HWThread 21,HWThread 22,HWThread 23,HWThread 24,HWThread 25,HWThread 26,HWThread 27,HWThread 28,HWThread 29,HWThread 30,HWThread 31,HWThread 32,HWThread 33,HWThread 34,HWThread 35,HWThread 36,HWThread 37,HWThread 38,HWThread 39,HWThread 40,HWThread 41,HWThread 42,HWThread 43,HWThread 44,HWThread 45,HWThread 46,HWThread 47,HWThread 48,HWThread 49,HWThread 50,HWThread 51,HWThread 52,HWThread 53,HWThread 54,HWThread 55,HWThread 56,HWThread 57,HWThread 58,HWThread 59,HWThread 60,HWThread 61,HWThread 62,HWThread 63,HWThread 64,HWThread 65,HWThread 66,HWThread 67,HWThread 68,HWThread 69,HWThread 70,HWThread 71,HWThread 72,HWThread 73,HWThread 74,HWThread 75,HWThread 76,HWThread 77,HWThread 78,HWThread 79,HWThread 80,HWThread 81,HWThread 82,HWThread 83,HWThread 84,HWThread 85,HWThread 86,HWThread 87,HWThread 88,HWThread 89,HWThread 90,HWThread 91,HWThread 92,HWThread 93,HWThread 94,HWThread 95,HWThread 96,HWThread 97,HWThread 98,HWThread 99,HWThread 100,HWThread 101,HWThread 102,HWThread 103,HWThread 104,HWThread 105,HWThread 106,HWThread 107,HWThread 108,HWThread 109,HWThread 110,HWThread 111,
L3 evict data volume [GBytes],0.0004,0.0001,0.0002,0.0001,1.849600e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.342400e-05,9.152000e-06,0.0001,1.971200e-05,0.0001,0.0001,0.0001,0.0001,4.960000e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.340800e-05,1.049600e-05,0.0001,0.0001,0.0001,3.264000e-05,4.108800e-05,3.366400e-05,3.808000e-05,3.436800e-05,0.0001,0.0001,3.251200e-05,4.441600e-05,0.0001,0.0001,0.0001,3.993600e-05,0.0001,4.057600e-05,0.0001,0.0001,3.526400e-05,4.806400e-05,2.918400e-05,0.0001,3.091200e-05,0.0001,0.0001,4.947200e-05,0.0001,0.0001,0.0001,0.0001,0.0001,4.339200e-05,0.0001,3.680000e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.896000e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.662400e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.102400e-05,0.0001,
Dropped CLs bandwidth [MBytes/s],143.0406,171.7166,151.6179,171.5415,153.5379,171.9592,178.2969,177.6662,180.0034,152.1915,97.8581,98.0641,89.6381,85.9005,97.1566,93.9874,167.4975,150.6303,175.3114,173.6665,175.7289,155.9718,172.6166,177.4096,148.7705,166.4323,152.5868,171.9674,172.9465,171.5231,149.3044,173.9582,152.5346,168.0870,176.5420,169.8073,172.2839,173.3950,169.2508,174.2616,174.5152,173.0451,151.1529,169.0060,148.5662,170.7301,152.4127,172.8397,170.7729,171.1760,168.9496,147.4230,151.1920,152.4412,169.0003,172.2746,150.5211,172.6767,149.7466,99.0332,88.2910,98.7484,92.1715,96.1603,80.7916,98.8184,153.9702,93.6768,87.7445,94.3371,95.9470,82.7907,157.4726,82.9464,89.9127,184.4835,98.6329,154.9138,181.3299,169.0081,180.0123,158.9005,176.9526,84.1470,171.0083,180.2124,180.3636,94.7582,158.2820,82.0024,177.2432,182.5325,85.1016,82.3302,180.7971,92.5812,88.7763,92.8704,179.6677,89.3006,155.7095,177.7944,93.8064,89.9508,174.2953,158.8200,88.1310,90.9213,86.4729,90.9406,86.8646,176.7250,
Dropped CLs data volume [GBytes],0.0568,0.0678,0.0598,0.0677,0.0606,0.0679,0.0703,0.0701,0.0710,0.0600,0.0386,0.0387,0.0354,0.0339,0.0383,0.0371,0.0661,0.0594,0.0692,0.0685,0.0693,0.0615,0.0681,0.0700,0.0587,0.0657,0.0602,0.0678,0.0682,0.0677,0.0589,0.0686,0.0602,0.0663,0.0697,0.0670,0.0680,0.0684,0.0668,0.0688,0.0689,0.0683,0.0596,0.0667,0.0586,0.0674,0.0601,0.0682,0.0674,0.0675,0.0667,0.0582,0.0597,0.0601,0.0667,0.0680,0.0594,0.0681,0.0591,0.0391,0.0348,0.0390,0.0364,0.0379,0.0319,0.0390,0.0608,0.0370,0.0346,0.0373,0.0379,0.0327,0.0621,0.0327,0.0355,0.0728,0.0389,0.0611,0.0715,0.0667,0.0710,0.0627,0.0698,0.0332,0.0675,0.0711,0.0712,0.0374,0.0625,0.0324,0.0699,0.0720,0.0336,0.0325,0.0713,0.0365,0.0350,0.0366,0.0709,0.0352,0.0614,0.0702,0.0370,0.0355,0.0688,0.0627,0.0348,0.0359,0.0341,0.0359,0.0343,0.0697,
L3 bandwidth [MBytes/s],145.7842,172.7846,153.2395,172.7059,154.1887,172.8969,179.4051,178.8726,181.2362,153.0830,98.9993,99.3131,90.3174,86.5017,98.4092,94.6502,168.5243,151.4761,176.3385,174.5767,176.5433,156.8958,173.5922,178.4436,149.6598,167.4652,153.5658,173.0779,173.9109,172.2633,149.9235,174.9933,153.6166,169.0629,177.2705,170.5929,173.0226,174.1693,169.9977,175.2821,175.5840,173.7795,151.9425,169.9293,149.4178,171.7291,153.1777,173.7809,171.5443,172.0489,169.8870,148.1662,152.0004,153.1591,169.9129,172.9900,151.3554,173.6694,150.5546,99.9890,89.2113,99.7937,93.2360,97.2253,81.5580,100.0991,154.7310,94.6214,88.7778,95.4918,96.8378,83.6269,158.3305,84.0804,90.8004,185.3991,99.6832,155.8199,182.2359,169.9264,181.0866,159.8788,177.8740,85.0782,171.8647,181.2011,181.2685,95.6829,159.1577,82.8928,178.1445,183.7716,85.8799,83.1470,181.7457,93.6728,89.6853,93.8120,180.6090,90.1129,156.5757,178.6736,94.6836,90.5737,175.2355,159.7570,89.0927,91.9413,87.5026,91.9572,87.5963,177.6253,
L3 data volume [GBytes],0.0579,0.0682,0.0605,0.0681,0.0608,0.0682,0.0708,0.0706,0.0715,0.0604,0.0391,0.0392,0.0356,0.0341,0.0388,0.0374,0.0665,0.0598,0.0696,0.0689,0.0697,0.0619,0.0685,0.0704,0.0590,0.0661,0.0606,0.0683,0.0686,0.0680,0.0592,0.0690,0.0606,0.0667,0.0699,0.0673,0.0683,0.0687,0.0671,0.0692,0.0693,0.0686,0.0599,0.0671,0.0590,0.0678,0.0604,0.0686,0.0677,0.0679,0.0670,0.0585,0.0600,0.0604,0.0670,0.0683,0.0597,0.0685,0.0594,0.0395,0.0352,0.0394,0.0368,0.0384,0.0322,0.0395,0.0611,0.0373,0.0350,0.0377,0.0382,0.0330,0.0625,0.0332,0.0358,0.0732,0.0393,0.0615,0.0719,0.0670,0.0715,0.0631,0.0702,0.0336,0.0678,0.0715,0.0715,0.0378,0.0628,0.0327,0.0703,0.0725,0.0339,0.0328,0.0717,0.0370,0.0354,0.0370,0.0713,0.0356,0.0618,0.0705,0.0374,0.0357,0.0691,0.0630,0.0352,0.0363,0.0345,0.0363,0.0346,0.0701,
TABLE,Region viterbi_omp_opt,Group 1 Metric STAT,L3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,44.1976,0.3945,0.3974,0.3946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime unhalted [s] STAT,5.9853,0.0485,0.0602,0.0534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clock [MHz] STAT,336057.2205,2999.6503,3000.9663,3000.5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPI STAT,58.1275,0.4779,0.5806,0.5190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 load bandwidth [MBytes/s] STAT,15969.0302,81.4481,185.2273,142.5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 load data volume [GBytes] STAT,6.3013,0.0321,0.0731,0.0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 evict bandwidth [MBytes/s] STAT,21.5066,0.0232,1.0883,0.1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 evict data volume [GBytes] STAT,0.0099,9.152000e-06,0.0004,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dropped CLs bandwidth [MBytes/s] STAT,15884.5549,80.7916,184.4835,141.8264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dropped CLs data volume [GBytes] STAT,6.2681,0.0319,0.0728,0.0560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 bandwidth [MBytes/s] STAT,15990.5368,81.5580,185.3991,142.7726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 data volume [GBytes] STAT,6.3104,0.0322,0.0732,0.0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
