STRUCT,Info,3,,,
CPU name:,Intel(R) Xeon(R) Platinum 8480+,,,,
CPU type:,Intel SapphireRapids processor,,,,
CPU clock:,2.000041903 GHz,,,,
TABLE,Region viterbi_baseline,Group 1 Raw,L2,5,
Region Info,HWThread 0,,,,
RDTSC Runtime [s],4.352215,,,,
call count,1,,,,
Event,Counter,HWThread 0,,,
INSTR_RETIRED_ANY,FIXC0,13507490000,,,
CPU_CLK_UNHALTED_CORE,FIXC1,5389479000,,,
CPU_CLK_UNHALTED_REF,FIXC2,3202226000,,,
TOPDOWN_SLOTS,FIXC3,32336880000,,,
L1D_REPLACEMENT,PMC0,62977770,,,
TABLE,Region viterbi_baseline,Group 1 Metric,L2,6,
Metric,HWThread 0,,,,
Runtime (RDTSC) [s],4.3522,,,,
Runtime unhalted [s],2.6947,,,,
Clock [MHz],3366.1534,,,,
CPI,0.3990,,,,
L2D load bandwidth [MBytes/s],926.0979,,,,
L2D load data volume [GBytes],4.0306,,,,
