function,n_states,timesteps,max_duration,iteration,elapsed_s
HSMMLearn_CPP,15,10000,500,0,15.323991
HSMMLearn_CPP,15,10000,500,1,15.321471
HSMMLearn_CPP,15,10000,500,2,15.321120
HSMMLearn_CPP,15,10000,500,3,15.316251
HSMMLearn_CPP,15,10000,500,4,15.313533
HSMMLearn_CPP,15,10000,500,5,15.318729
