function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,10,100000,100,0,3.306431
decode_tensor_viterbi_omp,10,100000,100,1,3.301424
decode_tensor_viterbi_omp,10,100000,100,2,3.299909
