function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,25,10000,500,0,4.075818
decode_tensor_viterbi_cpp,25,10000,500,1,4.073094
decode_tensor_viterbi_cpp,25,10000,500,2,4.072780
