function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,15,10000,500,0,0.881307
decode_tensor_viterbi_cpp,15,10000,500,1,0.880721
decode_tensor_viterbi_cpp,15,10000,500,2,0.878170
decode_tensor_viterbi_cpp,15,10000,500,3,0.879575
decode_tensor_viterbi_cpp,15,10000,500,4,0.880037
decode_tensor_viterbi_cpp,15,10000,500,5,0.891792
decode_tensor_viterbi_cpp,15,10000,500,6,0.881675
decode_tensor_viterbi_cpp,15,10000,500,7,0.880220
decode_tensor_viterbi_cpp,15,10000,500,8,0.878704
decode_tensor_viterbi_cpp,15,10000,500,9,0.879544
