function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,15,10000,100,0,0.257456
decode_tensor_viterbi_omp,15,10000,100,1,0.251889
decode_tensor_viterbi_omp,15,10000,100,2,0.252973
decode_tensor_viterbi_omp,15,10000,100,3,0.253534
decode_tensor_viterbi_omp,15,10000,100,4,0.249899
decode_tensor_viterbi_omp,15,10000,100,5,0.251648
decode_tensor_viterbi_omp,15,10000,100,6,0.251406
decode_tensor_viterbi_omp,15,10000,100,7,0.250755
decode_tensor_viterbi_omp,15,10000,100,8,0.251404
decode_tensor_viterbi_omp,15,10000,100,9,0.250328
