function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,50,1000,250,0,0.257716
decode_tensor_viterbi_omp,50,1000,250,1,0.256246
decode_tensor_viterbi_omp,50,1000,250,2,0.262633
decode_tensor_viterbi_omp,50,1000,250,3,0.262124
decode_tensor_viterbi_omp,50,1000,250,4,0.258359
decode_tensor_viterbi_omp,50,1000,250,5,0.253127
decode_tensor_viterbi_omp,50,1000,250,6,0.257089
decode_tensor_viterbi_omp,50,1000,250,7,0.252754
decode_tensor_viterbi_omp,50,1000,250,8,0.252679
decode_tensor_viterbi_omp,50,1000,250,9,0.253330
