function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,50,10000,250,0,1.266308
decode_tensor_viterbi_omp,50,10000,250,1,1.240823
decode_tensor_viterbi_omp,50,10000,250,2,1.239468
decode_tensor_viterbi_omp,50,10000,250,3,1.244065
decode_tensor_viterbi_omp,50,10000,250,4,1.235534
decode_tensor_viterbi_omp,50,10000,250,5,1.240201
decode_tensor_viterbi_omp,50,10000,250,6,1.248765
decode_tensor_viterbi_omp,50,10000,250,7,1.238146
decode_tensor_viterbi_omp,50,10000,250,8,1.239266
decode_tensor_viterbi_omp,50,10000,250,9,1.243625
