function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,10,1000,100,0,0.054339
decode_tensor_viterbi_omp,10,1000,100,1,0.047545
decode_tensor_viterbi_omp,10,1000,100,2,0.047595
decode_tensor_viterbi_omp,10,1000,100,3,0.047329
decode_tensor_viterbi_omp,10,1000,100,4,0.047438
decode_tensor_viterbi_omp,10,1000,100,5,0.047448
decode_tensor_viterbi_omp,10,1000,100,6,0.047475
decode_tensor_viterbi_omp,10,1000,100,7,0.047416
decode_tensor_viterbi_omp,10,1000,100,8,0.047513
decode_tensor_viterbi_omp,10,1000,100,9,0.047492
