function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,15,10000,100,0,0.180692
decode_tensor_viterbi_cpp,15,10000,100,1,0.180821
decode_tensor_viterbi_cpp,15,10000,100,2,0.178836
decode_tensor_viterbi_cpp,15,10000,100,3,0.178837
decode_tensor_viterbi_cpp,15,10000,100,4,0.178832
decode_tensor_viterbi_cpp,15,10000,100,5,0.178828
decode_tensor_viterbi_cpp,15,10000,100,6,0.179073
decode_tensor_viterbi_cpp,15,10000,100,7,0.178837
decode_tensor_viterbi_cpp,15,10000,100,8,0.178843
decode_tensor_viterbi_cpp,15,10000,100,9,0.178808
