function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,10,10000,500,0,0.591695
decode_tensor_viterbi_cpp,10,10000,500,1,0.588166
decode_tensor_viterbi_cpp,10,10000,500,2,0.588111
decode_tensor_viterbi_cpp,10,10000,500,3,0.588046
decode_tensor_viterbi_cpp,10,10000,500,4,0.588008
decode_tensor_viterbi_cpp,10,10000,500,5,0.588081
decode_tensor_viterbi_cpp,10,10000,500,6,0.588087
decode_tensor_viterbi_cpp,10,10000,500,7,0.588077
decode_tensor_viterbi_cpp,10,10000,500,8,0.588059
decode_tensor_viterbi_cpp,10,10000,500,9,0.588100
decode_tensor_viterbi_omp,10,10000,500,0,9.188679
decode_tensor_viterbi_omp,10,10000,500,1,2.882120
decode_tensor_viterbi_omp,10,10000,500,2,2.717662
decode_tensor_viterbi_omp,10,10000,500,3,2.678759
decode_tensor_viterbi_omp,10,10000,500,4,1.063304
decode_tensor_viterbi_omp,10,10000,500,5,1.068184
decode_tensor_viterbi_omp,10,10000,500,6,1.056311
decode_tensor_viterbi_omp,10,10000,500,7,1.059741
decode_tensor_viterbi_omp,10,10000,500,8,1.057733
decode_tensor_viterbi_omp,10,10000,500,9,1.062721
HSMMLearn_CPP,10,10000,500,0,7.943959
HSMMLearn_CPP,10,10000,500,1,7.885316
HSMMLearn_CPP,10,10000,500,2,7.894007
HSMMLearn_CPP,10,10000,500,3,7.894493
HSMMLearn_CPP,10,10000,500,4,7.892816
HSMMLearn_OMP,10,10000,500,0,0.794486
HSMMLearn_OMP,10,10000,500,1,0.793121
HSMMLearn_OMP,10,10000,500,2,0.790679
HSMMLearn_OMP,10,10000,500,3,0.791330
HSMMLearn_OMP,10,10000,500,4,0.793226
