function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,10,10000,250,0,0.298812
decode_tensor_viterbi_cpp,10,10000,250,1,0.295952
decode_tensor_viterbi_cpp,10,10000,250,2,0.295709
decode_tensor_viterbi_cpp,10,10000,250,3,0.295865
decode_tensor_viterbi_cpp,10,10000,250,4,0.295676
decode_tensor_viterbi_cpp,10,10000,250,5,0.295850
decode_tensor_viterbi_cpp,10,10000,250,6,0.295704
decode_tensor_viterbi_cpp,10,10000,250,7,0.295880
decode_tensor_viterbi_cpp,10,10000,250,8,0.295693
decode_tensor_viterbi_cpp,10,10000,250,9,0.295875
decode_tensor_viterbi_omp,10,10000,250,0,3.330780
decode_tensor_viterbi_omp,10,10000,250,1,2.713502
decode_tensor_viterbi_omp,10,10000,250,2,2.404573
decode_tensor_viterbi_omp,10,10000,250,3,0.409197
decode_tensor_viterbi_omp,10,10000,250,4,0.412720
decode_tensor_viterbi_omp,10,10000,250,5,0.408491
decode_tensor_viterbi_omp,10,10000,250,6,0.409833
decode_tensor_viterbi_omp,10,10000,250,7,0.408281
decode_tensor_viterbi_omp,10,10000,250,8,0.409454
decode_tensor_viterbi_omp,10,10000,250,9,0.410784
HSMMLearn_CPP,10,10000,250,0,4.169529
HSMMLearn_CPP,10,10000,250,1,4.115346
HSMMLearn_CPP,10,10000,250,2,4.115733
HSMMLearn_CPP,10,10000,250,3,4.113923
HSMMLearn_CPP,10,10000,250,4,4.115413
HSMMLearn_OMP,10,10000,250,0,0.440144
HSMMLearn_OMP,10,10000,250,1,0.435428
HSMMLearn_OMP,10,10000,250,2,0.437647
HSMMLearn_OMP,10,10000,250,3,0.440548
HSMMLearn_OMP,10,10000,250,4,0.435285
