function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,10,1000,1000,0,0.063392
decode_tensor_viterbi_cpp,10,1000,1000,1,0.060654
decode_tensor_viterbi_cpp,10,1000,1000,2,0.060609
decode_tensor_viterbi_cpp,10,1000,1000,3,0.060602
decode_tensor_viterbi_cpp,10,1000,1000,4,0.060624
decode_tensor_viterbi_cpp,10,1000,1000,5,0.060608
decode_tensor_viterbi_cpp,10,1000,1000,6,0.060595
decode_tensor_viterbi_cpp,10,1000,1000,7,0.060595
decode_tensor_viterbi_cpp,10,1000,1000,8,0.060591
decode_tensor_viterbi_cpp,10,1000,1000,9,0.060596
