function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,25,10000,1000,0,7.035464
decode_tensor_viterbi_cpp,25,10000,1000,1,7.034393
decode_tensor_viterbi_cpp,25,10000,1000,2,7.035180
decode_tensor_viterbi_cpp,25,10000,1000,3,7.033384
decode_tensor_viterbi_cpp,25,10000,1000,4,7.032612
decode_tensor_viterbi_cpp,25,10000,1000,5,7.037515
decode_tensor_viterbi_cpp,25,10000,1000,6,7.034592
decode_tensor_viterbi_cpp,25,10000,1000,7,7.036233
decode_tensor_viterbi_cpp,25,10000,1000,8,7.033974
decode_tensor_viterbi_cpp,25,10000,1000,9,7.034024
