function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,75,1000,100,0,1.195102
decode_tensor_viterbi_omp,75,1000,100,1,0.529589
decode_tensor_viterbi_omp,75,1000,100,2,0.493592
decode_tensor_viterbi_omp,75,1000,100,3,0.494574
decode_tensor_viterbi_omp,75,1000,100,4,0.434729
decode_tensor_viterbi_omp,75,1000,100,5,0.417880
decode_tensor_viterbi_omp,75,1000,100,6,0.440758
decode_tensor_viterbi_omp,75,1000,100,7,0.429360
decode_tensor_viterbi_omp,75,1000,100,8,0.434846
decode_tensor_viterbi_omp,75,1000,100,9,0.438813
