function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,25,1000,1000,0,16.984582
decode_tensor_viterbi_omp,25,1000,1000,1,1.935929
decode_tensor_viterbi_omp,25,1000,1000,2,1.927484
decode_tensor_viterbi_omp,25,1000,1000,3,1.914800
decode_tensor_viterbi_omp,25,1000,1000,4,1.911425
decode_tensor_viterbi_omp,25,1000,1000,5,1.915347
decode_tensor_viterbi_omp,25,1000,1000,6,1.919100
decode_tensor_viterbi_omp,25,1000,1000,7,1.917551
decode_tensor_viterbi_omp,25,1000,1000,8,1.923702
decode_tensor_viterbi_omp,25,1000,1000,9,1.915908
