function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,15,1000,250,0,0.061514
decode_tensor_viterbi_cpp,15,1000,250,1,0.061181
decode_tensor_viterbi_cpp,15,1000,250,2,0.061170
decode_tensor_viterbi_cpp,15,1000,250,3,0.061207
decode_tensor_viterbi_cpp,15,1000,250,4,0.061169
decode_tensor_viterbi_cpp,15,1000,250,5,0.061204
decode_tensor_viterbi_cpp,15,1000,250,6,0.061165
decode_tensor_viterbi_cpp,15,1000,250,7,0.061229
decode_tensor_viterbi_cpp,15,1000,250,8,0.061166
decode_tensor_viterbi_cpp,15,1000,250,9,0.061206
