function,n_states,timesteps,max_duration,iteration,elapsed_s
HSMMLearn_CPP,25,10000,100,0,3.590721
HSMMLearn_CPP,25,10000,100,1,3.520921
HSMMLearn_CPP,25,10000,100,2,3.459396
