function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,50,10000,100,0,1.933478
decode_tensor_viterbi_cpp,50,10000,100,1,1.936330
decode_tensor_viterbi_cpp,50,10000,100,2,1.931291
decode_tensor_viterbi_cpp,50,10000,100,3,1.929191
decode_tensor_viterbi_cpp,50,10000,100,4,1.939210
decode_tensor_viterbi_cpp,50,10000,100,5,1.930672
decode_tensor_viterbi_cpp,50,10000,100,6,1.931318
decode_tensor_viterbi_cpp,50,10000,100,7,1.933312
decode_tensor_viterbi_cpp,50,10000,100,8,1.927953
decode_tensor_viterbi_cpp,50,10000,100,9,1.929783
