function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,50,10000,250,0,4.795165
decode_tensor_viterbi_cpp,50,10000,250,1,4.791855
decode_tensor_viterbi_cpp,50,10000,250,2,4.787441
decode_tensor_viterbi_cpp,50,10000,250,3,4.797841
decode_tensor_viterbi_cpp,50,10000,250,4,4.789537
decode_tensor_viterbi_cpp,50,10000,250,5,4.795440
decode_tensor_viterbi_cpp,50,10000,250,6,4.783660
decode_tensor_viterbi_cpp,50,10000,250,7,4.786287
decode_tensor_viterbi_cpp,50,10000,250,8,4.791142
decode_tensor_viterbi_cpp,50,10000,250,9,4.794155
