function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_cpp,75,1000,100,0,0.414276
decode_tensor_viterbi_cpp,75,1000,100,1,0.412612
decode_tensor_viterbi_cpp,75,1000,100,2,0.422594
decode_tensor_viterbi_cpp,75,1000,100,3,0.412558
decode_tensor_viterbi_cpp,75,1000,100,4,0.412007
decode_tensor_viterbi_cpp,75,1000,100,5,0.411765
decode_tensor_viterbi_cpp,75,1000,100,6,0.411649
decode_tensor_viterbi_cpp,75,1000,100,7,0.411672
decode_tensor_viterbi_cpp,75,1000,100,8,0.411939
decode_tensor_viterbi_cpp,75,1000,100,9,0.412315
