function,n_states,timesteps,max_duration,iteration,elapsed_s
decode_tensor_viterbi_omp,15,1000,500,0,0.713034
decode_tensor_viterbi_omp,15,1000,500,1,0.730394
decode_tensor_viterbi_omp,15,1000,500,2,0.728818
decode_tensor_viterbi_omp,15,1000,500,3,0.728918
decode_tensor_viterbi_omp,15,1000,500,4,0.726091
decode_tensor_viterbi_omp,15,1000,500,5,0.726867
decode_tensor_viterbi_omp,15,1000,500,6,0.726746
decode_tensor_viterbi_omp,15,1000,500,7,0.726480
decode_tensor_viterbi_omp,15,1000,500,8,0.726968
decode_tensor_viterbi_omp,15,1000,500,9,0.726232
